,Station,Site,Parameter,Method,Lat,Lon,Date,Measurement,Unit,Event Type
959,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-05,0.575,Parts per million,None
960,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-05,0.591304,Parts per million,None
957,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-06,0.670833,Parts per million,None
958,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-06,0.669565,Parts per million,None
955,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-07,0.579167,Parts per million,None
956,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-07,0.573913,Parts per million,None
953,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-08,0.595833,Parts per million,None
954,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-08,0.6,Parts per million,None
951,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-09,0.6625,Parts per million,None
952,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-09,0.673913,Parts per million,None
949,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-10,0.85,Parts per million,None
950,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-10,0.856522,Parts per million,None
947,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-11,0.841667,Parts per million,None
948,0006,San Jose - Knox Avenue,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.338135,-121.849783,2014-09-11,0.843478,Parts per million,None
