,Station,Site,Parameter,Method,Lat,Lon,Date,Measurement,Unit,Event Type
13948,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-13,8.291667,Micrograms/cubic meter (LC),None
13939,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-14,12.0,Micrograms/cubic meter (LC),None
13940,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-14,12.0,Micrograms/cubic meter (LC),None
13941,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-14,12.0,Micrograms/cubic meter (LC),None
13942,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-14,12.0,Micrograms/cubic meter (LC),None
13943,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-14,12.0,Micrograms/cubic meter (LC),None
13934,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-15,12.0,Micrograms/cubic meter (LC),None
13935,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-15,12.0,Micrograms/cubic meter (LC),None
13936,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-15,12.0,Micrograms/cubic meter (LC),None
13937,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-15,12.0,Micrograms/cubic meter (LC),None
13938,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-15,12.0,Micrograms/cubic meter (LC),None
13929,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-16,9.7,Micrograms/cubic meter (LC),None
13930,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-16,9.7,Micrograms/cubic meter (LC),None
13931,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-16,9.7,Micrograms/cubic meter (LC),None
13932,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-16,9.7,Micrograms/cubic meter (LC),None
13933,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-16,9.791667,Micrograms/cubic meter (LC),None
13924,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-17,8.8,Micrograms/cubic meter (LC),None
13925,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-17,8.8,Micrograms/cubic meter (LC),None
13926,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-17,8.8,Micrograms/cubic meter (LC),None
13927,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-17,8.8,Micrograms/cubic meter (LC),None
13928,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-17,8.875,Micrograms/cubic meter (LC),None
13919,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-18,10.0,Micrograms/cubic meter (LC),None
13920,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-18,10.0,Micrograms/cubic meter (LC),None
13921,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-18,10.0,Micrograms/cubic meter (LC),None
13922,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-18,10.0,Micrograms/cubic meter (LC),None
13923,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-18,10.086957,Micrograms/cubic meter (LC),None
13914,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13915,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13916,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13917,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-19,7.8,Micrograms/cubic meter (LC),None
13918,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-19,7.833333,Micrograms/cubic meter (LC),None
13909,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-20,8.2,Micrograms/cubic meter (LC),None
13910,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-20,8.2,Micrograms/cubic meter (LC),None
13911,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-20,8.2,Micrograms/cubic meter (LC),None
13912,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-20,8.2,Micrograms/cubic meter (LC),None
13913,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-20,8.291667,Micrograms/cubic meter (LC),None
13904,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-21,8.5,Micrograms/cubic meter (LC),None
13905,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-21,8.5,Micrograms/cubic meter (LC),None
13906,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-21,8.5,Micrograms/cubic meter (LC),None
13907,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-21,8.5,Micrograms/cubic meter (LC),None
13908,0004,Sebastopol,PM2.5 - Local Conditions,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,38.403765,-122.818294,2014-09-21,8.541667,Micrograms/cubic meter (LC),None
2785,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-27,0.179167,Parts per million,Included
2786,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-27,0.170833,Parts per million,Included
2783,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-28,0.1,Parts per million,Included
2784,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-28,0.1125,Parts per million,Included
2781,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-29,0.1,Parts per million,Included
2782,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-29,0.1,Parts per million,Included
2779,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-30,0.1,Parts per million,Included
2780,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-30,0.1,Parts per million,Included
2777,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-31,0.1,Parts per million,Included
2778,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-07-31,0.1,Parts per million,Included
2775,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-01,0.1,Parts per million,Included
2776,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-01,0.1,Parts per million,Included
2773,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-02,0.1,Parts per million,Included
2774,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-02,0.1,Parts per million,Included
2771,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-03,0.1,Parts per million,Included
2772,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-03,0.104167,Parts per million,Included
2769,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-04,0.1,Parts per million,Included
2770,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-04,0.1,Parts per million,Included
2767,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-05,0.1625,Parts per million,Included
2768,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-05,0.166667,Parts per million,Included
2765,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-06,0.2,Parts per million,Included
2766,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-06,0.2,Parts per million,Included
2763,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-07,0.2,Parts per million,Included
2764,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-07,0.2,Parts per million,Included
2761,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-08,0.2,Parts per million,Included
2762,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-08,0.2,Parts per million,Included
2759,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-09,0.175,Parts per million,Included
2760,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-09,0.170833,Parts per million,Included
2757,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-10,0.145833,Parts per million,Included
2758,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-10,0.125,Parts per million,Included
2755,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-11,0.1,Parts per million,Included
2756,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-11,0.1,Parts per million,Included
2753,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-12,0.1,Parts per million,Included
2754,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-12,0.1,Parts per million,Included
2751,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-13,0.1,Parts per million,Included
2752,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-13,0.1,Parts per million,Included
2749,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-14,0.1,Parts per million,Included
2750,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-14,0.1,Parts per million,Included
2747,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-15,0.1,Parts per million,Included
2748,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-15,0.1,Parts per million,Included
2745,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-16,0.1,Parts per million,Included
2746,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-16,0.1,Parts per million,Included
2743,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-17,0.1,Parts per million,Included
2744,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-17,0.1,Parts per million,Included
2741,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-18,0.1,Parts per million,Included
2742,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-18,0.108333,Parts per million,Included
2739,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-19,0.1,Parts per million,Included
2740,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-19,0.108333,Parts per million,Included
2737,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-20,0.1,Parts per million,Included
2738,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-20,0.1,Parts per million,Included
2735,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-21,0.1,Parts per million,Included
2736,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-21,0.108333,Parts per million,Included
2733,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-22,0.1,Parts per million,Included
2734,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-22,0.1,Parts per million,Included
2731,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-23,0.1,Parts per million,Included
2732,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-23,0.1,Parts per million,Included
2729,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-24,0.1,Parts per million,Included
2730,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-24,0.1,Parts per million,Included
2727,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-25,0.1,Parts per million,Included
2728,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-25,0.1125,Parts per million,Included
2725,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-26,0.1,Parts per million,Included
2726,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-26,0.1,Parts per million,Included
2723,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-27,0.1,Parts per million,Included
2724,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-27,0.1,Parts per million,Included
2721,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-28,0.1375,Parts per million,Included
2722,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-28,0.145833,Parts per million,Included
2719,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-29,0.125,Parts per million,Included
2720,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-29,0.125,Parts per million,Included
2717,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-30,0.125,Parts per million,Included
2718,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-30,0.1125,Parts per million,Included
2715,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-31,0.15,Parts per million,Included
2716,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-08-31,0.158333,Parts per million,Included
2713,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-01,0.2,Parts per million,Included
2714,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-01,0.204167,Parts per million,Included
2711,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-02,0.195833,Parts per million,Included
2712,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-02,0.179167,Parts per million,Included
2709,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-03,0.170833,Parts per million,Included
2710,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-03,0.172727,Parts per million,Included
2707,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-04,0.133333,Parts per million,Included
2708,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-04,0.116667,Parts per million,Included
2705,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-05,0.175,Parts per million,Included
2706,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-05,0.175,Parts per million,Included
2703,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-06,0.158333,Parts per million,Included
2704,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-06,0.141667,Parts per million,Included
2701,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-07,0.166667,Parts per million,Included
2702,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-07,0.166667,Parts per million,Included
2699,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-08,0.141667,Parts per million,Included
2700,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-08,0.1375,Parts per million,Included
2697,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-09,0.120833,Parts per million,Included
2698,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-09,0.116667,Parts per million,Included
2695,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-10,0.141667,Parts per million,Included
2696,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-10,0.1375,Parts per million,Included
2693,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-11,0.1875,Parts per million,Included
2694,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-11,0.2,Parts per million,Included
2691,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-12,0.175,Parts per million,Included
2692,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-12,0.158333,Parts per million,Included
2689,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-13,0.1,Parts per million,Included
2690,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-13,0.1,Parts per million,Included
